UID,m199005,m199006,m199007,m199008,m199009,m199010,m199105,m199106,m199107,m199108,m199109,m199110,m199205,m199206,m199207,m199208,m199209,m199210,m199305,m199306,m199307,m199308,m199309,m199310,m199405,m199406,m199407,m199408,m199409,m199410,m199505,m199506,m199507,m199508,m199509,m199510,m199605,m199606,m199607,m199608,m199609,m199610,m199705,m199706,m199707,m199708,m199709,m199710,m199805,m199806,m199807,m199808,m199809,m199810,m199905,m199906,m199907,m199908,m199909,m199910,m200005,m200006,m200007,m200008,m200009,m200010,m200105,m200106,m200107,m200108,m200109,m200110,m200205,m200206,m200207,m200208,m200209,m200210,m200305,m200306,m200307,m200308,m200309,m200310,m200405,m200406,m200407,m200408,m200409,m200410,m200505,m200506,m200507,m200508,m200509,m200510,m200605,m200606,m200607,m200608,m200609,m200610,m200705,m200706,m200707,m200708,m200709,m200710,m200805,m200806,m200807,m200808,m200809,m200810,m200905,m200906,m200907,m200908,m200909,m200910,m201005,m201006,m201007,m201008,m201009,m201010,m201105,m201106,m201107,m201108,m201109,m201110,m201205,m201206,m201207,m201208,m201209,m201210,m201305,m201306,m201307,m201308,m201309,m201310,m201405,m201406,m201407,m201408,m201409,m201410,m201505,m201506,m201507,m201508,m201509,m201510,m201605,m201606,m201607,m201608,m201609,m201610,m201705,m201706,m201707,m201708,m201709,m201710
4003800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.21,NA,NA,NA,1303.183636,1303.535,NA,1303.502857,1303.748182,1303.21,NA,NA,NA,NA,NA,NA,1303.273333,1303.58,1302.586,1302.016667,1302.15,NA,1301.9,1302.048333,1302.892222,1302.484286,1302.111667,1301.52,1301.386667,1301.69,1301.992727,1301.67,1301.3475,NA,1301.795,1301.713333,1301.738333,1301.55,1301.671111,1301.851667,1301.626,1302.483333,1302.295,1301.9,NA,NA,1302.062,1301.825,NA,1301.01,1300.69,1300.54,1301.68,1301.913333,1300.685,1300.68,1300.18,NA,1302.15,NA,NA,NA,NA,NA,1302.79,1302.298,1302.11,1301.99,1301.5075,1301.53,1301.963333,1302.296,1301.96,1302.17,1302.5575,1302.74,1302.936,1302.895,1302.668,1302.37,NA,1301.16,1302.478333,1302.226,1301.935,1301.595,1301.186,NA,1302.58,NA,NA,NA,NA,NA,1302.43,1303.406667,1303.535,1303.016364,1302.14,NA,1301.44,NA,1302.063333,NA,NA,NA,1301.91,NA,NA,NA,NA,NA,1302,NA,NA,NA,NA,NA
4004900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.858,1302.595,1302.41,1302.443333,1303.034,1303.525,1303.7875,1303.83,1303.996667,1303.86,1302.21,1302.362,1302.576667,1302.714,1302.895,1302.936667,1303.385,1303.705,1303.408333,1303.1925,1303.012,1302.99,NA,1302.614,1302.9625,1302.9425,1303.07,1302.9525,1302.386667,1302.524,1302.7475,1302.715,NA,NA,1303.04,1303.15,1303.255,1303.22,1303.3175,1303.17,1302.663333,1303.2675,1303.313,1303.1,1303.0625,1303.03,1303.03,1302.795,1302.424,1302.24,1302.24,NA,1302.71,1303.0475,1302.95,1302.7525,1302.656,1302.965,1303.17,1303.176,1302.955,1302.68,1302.6125,1302.9625,1303.083333,1302.875,1302.7025,1302.62,1302.5575,1302.5,1302.815,1302.7575,1302.8025,1302.9175,NA,NA,1303.266667,1303.3175,1303.4375,1303.525,1303.43,1303.18,1302.906667,1303.015,1303.112,1303.055,1302.8675,1302.7175,1303.31,1303.196,1303.0975,1302.955,1302.826,1302.81,1302.94,1303.4,1303.5825,1303.49,1303.3925,1303.316667,1303.4475,1303.505,1303.525,1303.526,1303.3125,1303.11,1302.5625,1302.53,1302.61,1302.74,1302.74,1302.68,1302.693333,1302.635,1302.626,1302.615,1302.645,1302.65
4005900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321.07,NA,1321.62,1322.87,NA,1320.02,NA,1320.476,1321.2,1320.9,NA,1320.02,1320.455,1320.49,1322.37,1321.45,NA,1320.07,1320.1,1321.06,1321.3,NA,NA,NA,1320.75,NA,NA,NA,NA,NA,NA,NA,1322.37,NA,NA,1321.49,1420.14,NA,NA,NA,NA,NA,1320.223333,1320.37,1320.38,1320.31,1320.27,1320.21,1320.01,NA,1321.06,NA,NA,1320.44,1320.31,NA,NA,1317.89,NA,NA,1319.41,1320.07,NA,1319.765,1319.25,NA,1318.82,1319.16,1318.91,1318.65,1319.51,1320.41,1319.92,1319.27,1318.96,1319.43,NA,1319.02,1319.19,NA,NA,NA,NA,NA,1319.633333,1319.385,1320.47,1321.51,1319.49,1318.735,1319.135,1318.63,1318.94,1318.486667,1318.41,1318.56,1320.595,1319.645,1319.446667,1319.74,1319.7,1319.9,1319.763333,1321.43,1321.11,1320.08,1319.435,1319.09,1318.505,1319.27,1319.51,1319.08,1318.54,1318.52,1318.995,1318.72,NA,NA,NA,NA,1319.17,NA,NA,NA,NA,NA
4006900,1345.57,1345.81,NA,1345.33,NA,NA,NA,1345.39,1345.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346.48,1346.3275,1345.8125,1345.674,1345.38,1345.335,1345.787,1345.665,1345.61,1345.403333,1345.27,1345.08,1345.2325,1345.325,1345.32,1345.11,1344.87,1344.696667,1345.28,1345.4,NA,1345.33,1345.46,1345.743333,1346.603333,1347.17,1346.3,1345.6,1345.35,NA,1346.25,1345.86,1345.41,1344.845,1344.35,1344.4,NA,NA,1345.27,1345.55,1344.77,1344.94,NA,1345.883333,1345.72,1345.465,1345.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345.2,1344.82,NA,1345.87,NA,1345.56,1345.135,NA,1344.93,1345.91,1346.59,NA,NA,NA,NA,1345.54,1345.59,1345.38,NA,NA,NA,1345.49,1345.47,1345.51,1345.68,NA,NA,NA,NA,NA,NA,1344.99,NA
4007600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.266667,1326.095,1326.6625,1326.516,1326.48,1326.835,1327.006667,1326.9,1326.81,1326.788,1326.75625,1326.695,1327.002,1326.825,1327.078,1326.82,1326.71,NA,1326.8675,1326.8625,1326.972,1326.63,1326.4225,1326.39,1327.196,1327.19,1327.202,1327.1825,1327.223333,1327.05,1326.816667,1326.815,1326.75,1326.7,1326.69,1326.71,1327.224,1327.135,1326.895,1326.806,1326.65,1326.61,NA,1326.8825,1326.915,1326.69,1326.605,1326.51,1326.305,1326.3,1326.342,1326.2025,1326.0025,1325.803333,1325.808,1325.7725,1325.682,1325.38,1325.384,1325.61,1325.981667,1326.3425,1326.168,1325.84,1325.71,NA,1326.372,1326.13,1325.7575,1325.4,1325.184,1325.19,1325.328,1325.5125,1325.35,1325.018,1324.8925,1324.96,NA,NA,NA,NA,NA,NA,1326.295,1326.266667,1326.094,1325.9725,1325.7825,1325.685,1326.09,NA,NA,NA,NA,NA,1327.178333,1327.2775,1327.28,1327.25,1327.0825,1326.95,1327.136667,1327.075,1326.94,1326.65,1326.24,1326.11,1326.833333,1326.81,1326.6975,1326.26,1326.12,NA,1326.285,1326.55,1326.666667,1326.56,1326.56,1326.41,1326.275,1326.505,1326.43,1326.355,1326.18,1325.93,1326.275,1326.23,1326.13,1326.2,1326.14,1325.935,1326.04,1325.84,1325.78,1325.56,1325.43,NA
4007900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303.642727,1304.018333,1304.0825,1304.286364,1304.62,1303.476667,1301.773333,1302.51,1302.81,1302.348571,1302.686667,1302.176667,1303.682353,1304.067143,1303.025294,1302.522,1302.387143,NA,NA,1302.45625,1304.2556,1303.384615,1302.786,NA,1301.695714,1302.44,1303.216154,1302.147778,1301.314444,1300.99,1302.085,1301.888,1302.538,1301.822857,1301.88,1302.213333,1301.973333,1303.3185,1302.938182,1301.824,1301.72,NA,1302.4,NA,NA,NA,NA,NA,1301.99,NA,NA,NA,NA,NA,1302.48,1302.772,1302.785,1302.0875,1301.59,1301.63,1302.186667,1302.36,1302.093333,1301.792,1301.58,1301.54,1302.39,1302.7,1302.538,1302.794,1303.2,NA,1303.277143,1303.414286,1303.223333,1302.833333,1302.21,1301.61,1302.558,1302.11,1302.476667,1301.946,1301.438,1299.79,1303.076667,1303.126,1302.59,1302.061429,1301.923333,NA,1302.746667,1303.741818,1304.38,1303.548,1302.475,NA,1302.341429,1303.265,1302.804,1302.383333,1301.844,1301.64,1302.272,1302.535,1302.55,1302.884,1302.74,1302.54,1302.4175,1302.455,1302.2375,1302.135,1302.046667,1302.4
4011100,1308.102857,1308.874286,1308.88,1308.211,1307.776667,1307.77,1308.387143,1308.725455,1310.026111,1309.449412,1308.938,1308.58,1308.708571,1308.121538,1308.674286,1308.34,1308.594,1308.353333,1308.959,1308.952222,1309.407143,1309.516364,1309.396667,1308.496667,1308.95,1308.797333,1309.802,1309.5,1308.892727,1308.643333,1308.62,1308.182857,1309.561176,1308.808333,1308.258,1308.695,1309.533333,1308.918824,1308.711111,1308.664706,1308.349091,1307.9,1309.46,1309.052308,1310.6925,1310.238571,1309.063333,1308.603333,1308.861429,1308.856429,1309.542381,1309.064737,1308.252222,1307.872,1309.853333,1309.935,1311.9675,1311.2025,1310.1825,1309.36,1308.503333,1308.818182,1309.285714,1309.292308,1309.365,1309.131429,1310.325,1309.932308,1309.605,1309.405714,NA,NA,1308.725,1308.879375,1309.246087,1308.831429,1308.562,1307.945,1308.385,1308.59,1308.89375,1308.471667,1308.116923,1307.731429,1308.5075,1308.45,1308.30875,1308.188889,1308.323333,1308.205,1309.197917,1310.24913,1309.585833,1308.800769,1308.078333,1307.827143,1309.182667,1308.622857,1307.88,NA,1307.285,1307.47,1308.49,1308.578,1308.313333,1307.88,1307.696667,1308.05,1308.66,1308.708333,1308.482,1308.19,1308.008571,1308.0225,1309.383333,1308.92,1308.524,1308.278,1307.97125,1307.6075,1308.653333,1309.1075,1309.290909,1309.87087,1310.035385,1310.126,1309.833333,1309.56,1309.672857,1309.573846,1308.753077,NA,1308.695714,1308.45,1308.38875,1308.185556,1307.743333,1307.54,1309.488333,1309.103333,1308.92375,1308.56125,1308.06875,1307.815,1308.933333,1310.042727,1310.324,1309.92,1309.131667,1308.34,1307.982857,1308.331429,1308.616667,1308.781111,1308.262857,1307.6575,1307.892857,1307.899091,1308.477273,1309.255,1309.003333,1308.305,1308.056667,1307.9075,1308.061667,1307.994286,1307.948,1308.105
4013201,NA,NA,1349.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.15,1350.09,1349.93,1349.683333,NA,1350,1350.063333,1350.02,1350.026667,1350.05,1350.13,NA,NA,NA,NA,NA,1350.09,NA,NA,NA,NA,NA,NA,1350.225,1350.3125,1350.2,1350.226667,NA,1350.43,NA,NA,NA,NA,1350.29,1350.76,NA,1350.4,1350.301667,1350.226667,1351.25,1350.12,1350.12,1350.06,1350.006667,NA,NA,1350.385,NA,1349.97,NA,NA,NA,NA,1349.98,NA,NA,NA,NA,1350.19,NA,NA,NA,NA,NA,1350.09,NA,NA,NA,NA,NA,1350.28,1350.42,NA,NA,NA,NA,1350.54,NA,NA,NA,NA,NA,1349.94,NA,NA,NA,NA,NA,1350.38,NA,NA,NA,NA,NA,1350.28,NA,NA,NA,NA,NA,1350.27,NA,NA,NA,NA,NA,1350.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.48,NA,NA,NA,NA,NA,1350.41,NA,NA,NA,NA,NA,1350.38,NA,NA,NA,NA,NA,1350.55,NA,NA,NA,NA,NA,1350.35,NA,NA,NA,NA,NA
4013400,NA,1341.71,NA,1341.06,1340.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342.038,1342.065,1341.875,1341.842,1341.875,1342.305,1342.835,1342.985,1342.16,1341.8725,1341.81,1341.51,1342.2075,1342.395,1342.39,1341.915,1341.84,1341.69,1342.056667,1342.046667,1341.805,1341.745,1341.63,1341.58,1342.096667,1341.99,1341.896667,1341.656667,1342.045,1342.2,1342.462,1342.6475,1342.176667,1341.8,1341.71,NA,1342.5,1342.26,1341.76,1341.316667,NA,NA,1341.91,NA,NA,NA,NA,NA,1342.395,1342.43,1342.165,1341.99,1342.09,1342.25,1342.586667,1342.283333,1341.96,1342.06,NA,NA,1342.528333,NA,1342.46,1342.66,1343.055,1343.06,1342.926667,1342.84,1342.64,1342.09,1341.99,1341.935,1342.84,1342.54,NA,1342.24,1342.09,1342.26,1342.645,1342.55,1342.15,1341.9,1341.69,NA,1342.385,1343.305,NA,1342.35,1342.25,1342.35,1342.09,NA,NA,NA,NA,NA,1342.34,NA,NA,NA,NA,NA,1342.24,NA,NA,NA,1341.8,NA
4013500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343.945,1343.916,1343.896667,1343.772,1343.725,1343.896667,1344.58,1344.55,1344.155,1344.105,1343.84,1343.733333,1344.041667,1344.144,1344,1343.81,NA,NA,1343.884,1343.854,1343.695,1343.61,1343.446,1343.336667,1343.884,1343.775,1343.745,1343.516667,1343.6,1343.89,1344.050833,1344.452,1344.19,1343.71,1343.522,1343.455,1344.323333,1343.875,1343.58,1343.198,1343.02,1343.08,1343.844,1343.865,1343.598,1343.303333,1343.31,1343.56,1343.932,1343.93,1343.765,1343.535,1343.54,1343.633333,1344.353333,1344.09,1343.81,1343.646,1343.47,1343.626,1343.937143,1344.155,1344.07,1344.16,1344.43,1344.498,1344.578,1344.495,1344.296,1344.06,1343.913333,1343.728,1343.942,1343.796667,1343.67,1343.574,1343.43,1343.35,1344.225,1344.275,1344.09,1343.635,1343.425,1343.526667,1344.043333,1344.5,1344.422,1344.0575,1343.736667,1343.546,1343.84,1343.928333,1343.872,1343.615,1343.492,1343.408333,1343.896667,1343.782,1343.7275,1343.742857,1343.726667,1343.836,1343.838,1343.71,1343.544,1343.45,1343.376,1343.395
4015200,NA,1344.39,1343.91,NA,NA,NA,NA,NA,1344.47,NA,NA,NA,1344.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.31,NA,NA,NA,1344.38,NA,NA,NA,NA,1344.17,NA,1344.03,NA,1344.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.92,NA,NA,NA,NA,NA,NA,NA,NA,1344.83,NA,NA,NA,NA,NA,1344.45,NA,1344.313333,1344.125,1344.116667,1344.25,1345.153333,1345.113333,1344.576667,1344.44,1344.3525,1344.49,1344.496667,1344.566667,1344.57,1344.22,1344.166667,1344.07,1344.5,1344.318,1344.186,1344.197143,1344.09,1344.013333,1344.36375,1344.283333,1344.026,1343.903333,1344.013333,1344,1344.436296,1345.046667,1344.513077,1344.022222,1343.882857,1343.958333,1344.643333,1344.230833,1343.75875,1343.48,1343.31,NA,1344.195,1344.04,1343.843333,1343.6675,1343.6,1344.01,1344.37,1344.35,1344.12,1343.8525,NA,1344.075,1344.83,1344.53,1344.098,1343.853333,1343.8,1343.78,1344.59125,1344.738,1344.54,1344.7175,1344.956667,1345.1,1345.3,1345.202,1344.956667,1344.651667,1344.31,1344.053333,1344.475,1344.225714,1343.984,1343.92,1343.753333,1343.66,1344.99,1344.955,1344.465,1344.103333,1343.796667,1343.84,1344.933333,1345.294286,1345.02,1344.643333,1344.298333,1344.03,1344.263636,1344.505,1344.362857,1344.091667,1343.84,1343.67,1344.45,1344.241429,1344.168333,1344.245,1344.31,1344.3,1344.406667,1344.2,1344.01,1343.743333,1343.698,1343.8625
4015500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.586667,1344.384286,1344.316667,1344.207143,1344.247143,1344.455,1345.313333,1345.324615,1344.734667,1344.67,1344.49,1344.59,1344.616364,1344.62,1344.595,1344.2925,1344.14,1344.135,1344.572857,1344.362222,1344.305,1344.256,1344.095,1344.085,1344.431111,1344.245,1344.083333,1343.915,1344.056667,1344.3,1344.664167,1345.276,1344.698,1344.1,1343.99,1344.115,1344.876,1344.395,1343.92,1343.595,1343.468,1343.54,1344.397143,1344.236,1344.05,1343.81,1343.845,1344,1344.565,1344.524,1344.316,1343.992,1343.9,1344.01,1345.011667,1344.63,1344.16,1343.995,1343.935,1343.9,1344.661667,1344.79,1344.62,1344.796667,1345.164,NA,1345.378,1345.222,1344.99,1344.674,1344.363333,1344.23,1344.636667,1344.343333,1344.09,1344.39,1344.19,NA,1345.123333,1344.97,1344.5,1344.18,1343.88,NA,1345.008,1345.395,1345.175,1344.646667,1344.305,1344.04,1344.49,1344.616667,1344.48,1344.118,1343.885,1343.776667,1344.554,1344.363333,1344.23,1344.37,1344.456667,1344.32,1344.56,1344.346667,1344.15,1343.933333,1343.98,NA
4015700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342.38,NA,NA,NA,NA,1343.943333,1343.14,1343.015,1343.135,NA,NA,1343.02,1343.17,1343.316667,1342.93,1343.09,NA,1342.6,1342.8,1342.566667,NA,NA,NA,1342.24,NA,NA,NA,NA,NA,1343.1475,1343.18,1342.45,1342.24,1342.16,NA,1342.95,1342,1341.8,1341.366667,1340.7,1341.1,1342.28,1342.59,1342.46,1342.36,1342.31,1342.55,1342.84,1342.26,1342.14,1341.78,1341.96,1342.16,1342.62,1342.24,1341.92,1341.9,1341.8,1342.06,1342.515,1343.335,1342.83,1343.18,1343.52,1344.5,1343.095,1343.12,1342.7,1341.92,1342.18,1342.12,1342.66,1342.18,1341.86,1341.48,1340.88,1340.88,1342.65,1342.22,1342.18,1341.88,1341.74,1341.98,1342.365,1343.85,1342.41,1341.95,1341.53,1341.73,1342.35,NA,NA,NA,NA,NA,1342.43,NA,NA,NA,NA,NA,1342.7,NA,NA,NA,1341.94,NA
4015900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.96,1344.53,1345.0375,1344.9175,1344.535,1344.22,1344.536,1344.595,1344.528,1344.055,1343.82,1343.74,1345.265,1345.45,1345.585,1345.32,1345.175,1344.82,1344.58,1344.465,1344.475,1344.26,1344.515,1344.828,1345.216,1345.29,1344.88,1344.636,1344.54,1344.665,1344.56,NA,NA,NA,NA,NA,1344.550833,1344.4025,1344.246,1344.2,1344.15,NA,1344.4,NA,NA,NA,NA,NA,1344.485,1345.066,1344.61,1344.205,1344.038,1344.065,1344.8,1344.392,1343.9375,1343.598,1343.415,1343.535,1344.22,1344.156,1343.91,1343.675,NA,NA,1344.45,NA,NA,NA,NA,NA,1344.87,1344.621667,1344.15,1343.96,1343.892,1343.895,1344.551667,1344.715,1344.59,1344.712,1344.955,1345.09,1345.34,1345.245,1345.0025,1344.66,1344.405,1344.164,1344.534,1344.2475,1344.006,1343.945,1343.775,1343.69,1345.095,1344.975,1344.538,1344.015,1343.84,1343.85,1344.895,1345.232,1344.95,1344.585,1344.232,1343.995,1344.296,1344.536,1344.42,1344.068,1343.845,1343.6775,1344.593333,1344.41,1344.3025,1344.41,1344.463333,1344.362,1344.432,1344.2125,1343.9725,1343.6675,1343.745,1343.9075
4016600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358.39,1358.42,1358.386667,1358.22,1358.355,NA,1358.55,1358.2,1358.29,1358.033333,1357.85,NA,1358.52,1358.395,1357.96,1357.57,1357.17,1357.27,1358.21,1358.183333,1358.06,1357.47,1357.37,NA,1358.29,1358.44,1358.24,1357.815,1357.706667,NA,1358.806667,1358.593333,1358.112,1357.78,NA,1357.58,1358.53,1358.633333,1358.408,1358.653333,1359.035,1359.22,1358.61,1358.6,1358.56,1358.426667,NA,1357.96,1358.38,1358.13,1357.94,1357.83,1357.53,NA,1358.87,1358.47,1358.2,1357.683333,1357.47,NA,1358.56,1359.105,1358.832,1358.26,1358.06,NA,1357.88,NA,NA,NA,NA,NA,1357.99,NA,NA,NA,NA,NA,1358.02,NA,NA,NA,NA,NA
4019600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.932,1353.95,1354.12,1354.794,1353.53,1353.73,1354.1,1353.33,1353.53,1353.43,1353.39,1353.34,NA,NA,NA,NA,NA,1352.61,1353.603333,1354.81,1353.243333,1352.46,1352.035,1352.33,1352.463333,1352.83,1352.78,1352.98,1353.896667,1353.053333,1354.1,1353.485,NA,1353.355,1353.6,1353.03,1352.79,1352.64,1352.265,1352.015,1352.09,1353.743333,1354.21,NA,NA,1353.21,1353.51,1353.333333,1353.47,1353.413333,1353.31,1353.5025,1354.216667,1353.475,1353.661667,1353.6,1353.706667,1353.8175,1353.596667,1353.561,1353.342857,1353.48625,1353.958333,1354.183333,1354.06,1353.633333,1353.551667,1353.65,1353.78,1353.38,1352.946,1352.91,NA,1353.943333,1353.767143,1352.896667,1352.8525,1353.888333,1353.585556,1353.472857,1353.344,1353.175,1353.38,1353.6125,1353.9675,1354.056667,1353.79,1353.75,1353.95,1354.15,1354.09,1353.9775,1353.954,1353.89,1353.8575,1353.022,1353.118333,1353.51,1354.23,1354.27,1353.65,1353.594,1353.365,1353.19,1353.025,1352.98,1353.325
4019800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1351.99,NA,NA,NA,NA,NA,1353.59,NA,NA,1352.96,NA,1352.55,1352.1,1352.78,1351.4,NA,1352.17,1351.81,NA,1351.38,1352.38,NA,1352.055,1352.39,1352.27,1351.96,1352,1352.15,1353.68,1353.33,1352.79,1352.63,NA,1352.385,1352.76,NA,NA,NA,NA,NA,1353.826667,1353.58,1353.56,1353.39,1352.81,1352.515,1352.37,1352.12,1352,1351.65,1350.61,1350.18,1352.755,1352.765,1352.426667,1351.96,1351.82,1351.79,1352.846667,1353.346667,1353.465,1353.06,1352.84,1352.52,1351.985,1352.175,1352.02,1351.71,1351.53,1351.42,1352.175,1352.005,1352.44,NA,1352.65,NA,1352.78,NA,NA,NA,NA,NA
4023000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366.925,1366.9025,1366.766667,1366.82,1366.97,1367.77,1367.002,1366.901429,1366.8225,1366.663333,1367.03,1366.804,1366.86,1366.796667,1366.932,1367.146667,1366.94,1366.51,1366.625,1366.678,1366.67,NA,NA,1366.7525,1366.654444,1366.747778,1366.71,1366.895,1367.194,1366.7975,1367.435,1366.66,1366.57,1366.57,1366.81,1367.261667,1366.88,1366.65,1366.073333,1365.87,NA,1366.79,1367.005,1366.81,1366.386667,1366.435,1366.885,1366.963333,1367.08,NA,1366.75,1366.64,1366.71,1366.9675,1366.926667,1366.53,1366.515,1366.536667,1366.57,1367.081667,1367.215,1367.235714,1367.43,1367.44,1367.356667,1367.05,1367.16,1367.086,1366.79,1366.923333,1367.01,1367.0175,1367.167143,1366.766667,1366.745,1366.48,1366.46,1367.23,1367.28,1367.28,1367,1366.833333,1367,1367.15,1367.27,1366.9475,1366.73,1366.795,1366.78,1366.79,NA,NA,NA,NA,NA,1367.31,NA,NA,NA,NA,NA,1367.08,NA,NA,NA,NA,NA
