,X,lakeid,m199005,m199006,m199007,m199008,m199009,m199010,m199105,m199106,m199107,m199108,m199109,m199110,m199205,m199206,m199207,m199208,m199209,m199210,m199305,m199306,m199307,m199308,m199309,m199310,m199405,m199406,m199407,m199408,m199409,m199410,m199505,m199506,m199507,m199508,m199509,m199510,m199605,m199606,m199607,m199608,m199609,m199610,m199705,m199706,m199707,m199708,m199709,m199710,m199805,m199806,m199807,m199808,m199809,m199810,m199905,m199906,m199907,m199908,m199909,m199910,m200005,m200006,m200007,m200008,m200009,m200010,m200105,m200106,m200107,m200108,m200109,m200110,m200205,m200206,m200207,m200208,m200209,m200210,m200305,m200306,m200307,m200308,m200309,m200310,m200405,m200406,m200407,m200408,m200409,m200410,m200505,m200506,m200507,m200508,m200509,m200510,m200605,m200606,m200607,m200608,m200609,m200610,m200705,m200706,m200707,m200708,m200709,m200710,m200805,m200806,m200807,m200808,m200809,m200810,m200905,m200906,m200907,m200908,m200909,m200910,m201005,m201006,m201007,m201008,m201009,m201010,m201105,m201106,m201107,m201108,m201109,m201110,m201205,m201206,m201207,m201208,m201209,m201210,m201305,m201306,m201307,m201308,m201309,m201310,m201405,m201406,m201407,m201408,m201409,m201410,m201505,m201506,m201507,m201508,m201509,m201510,m201605,m201606,m201607,m201608,m201609,m201610,m201705,m201706,m201707,m201708,m201709,m201710,lakeid
92,86277937,56038602,1.575303629,5.468034922,1.613501148,2.51520735,1.894736162,2.227720494,3.371888204,6.474899127,3.810137016,2.407417197,3.384450848,0.83130373,1.894437854,4.439815253,4.099732385,3.423982191,1.872541839,0.301330937,4.221917303,4.472963889,6.497875673,3.104961639,1.538936096,0.545901772,1.852346687,4.334693928,4.461982002,2.760059724,2.637186608,3.467313652,2.712131209,2.331458942,6.150259641,4.279715409,3.633334554,3.296980835,3.696339598,2.361843101,3.521516833,1.272011738,2.929713124,3.643979303,1.9447586,4.002276932,4.860813595,3.130533817,2.118934591,2.79296413,4.273556232,5.716191748,3.487513759,2.18831732,1.365359755,4.929069013,4.60318088,4.027311062,4.098539442,4.256010782,3.544067174,0.487920383,3.093158467,3.962123301,4.892354368,1.839706065,1.449759381,1.900973184,2.799597836,3.339537411,3.623272805,2.665504005,2.810132541,1.611795672,2.222342551,4.280714292,6.731506265,4.631067045,1.432112167,2.161746688,3.219064762,6.971261383,2.919734363,0.805141316,2.382675134,1.217967088,4.668160891,2.836709693,4.066530582,2.968665669,5.126124952,2.621657912,3.170232423,6.40463775,2.3742878,4.70802737,4.26989637,2.567768304,2.162738274,2.316369268,1.556476426,3.219318256,4.487843577,0.718668581,3.094704919,3.937429554,1.391282221,2.339032082,4.225592274,4.08690187,2.063543613,4.681823386,3.239031231,2.016407567,3.244742443,4.463072104,0.99227557,3.605754003,1.61400075,3.69521008,2.07296501,5.544323672,2.798021914,4.007192646,5.17655191,5.854188348,5.830606383,2.852300598,4.560066815,3.353059145,7.039101587,3.37818087,0.795073657,1.123502517,4.482380332,3.395028449,2.732489453,1.956242857,0.149505446,1.654604634,4.01510426,5.613321304,2.062458155,1.528170627,3.024717946,3.655317597,3.701572608,7.28245792,2.231241128,4.482939199,1.930923016,0.77180672,5.523233608,3.832540178,4.024821314,3.528838118,1.254553841,1.852960556,1.948746292,2.35831995,6.817178644,4.866583471,2.608663178,2.444146574,2.704232701,3.759587359,2.61161135,5.787164079,4.140008334,2.279835773,56038602
93,120018590,56038300,1.72660984,5.568801847,1.797547544,2.62254737,1.954495755,2.45367795,3.375277616,6.641161409,4.013576609,2.580861498,3.440066294,0.791018555,1.880254141,4.604461117,4.037291659,3.002080593,1.709694536,0.346995897,4.633879164,4.666331983,6.39009636,3.015878147,1.688873879,0.552690419,1.818546254,3.82808909,4.384438178,2.723675604,2.569336492,3.545954612,2.840119619,2.4610772,6.239309354,4.475159295,3.797011734,3.424570936,3.752511939,2.404943288,3.228453189,1.444971279,2.939876253,3.839224519,1.860122049,3.396440698,5.103811297,3.265721665,1.922178088,2.590004831,4.042908977,5.334523501,3.691803875,2.426313009,1.292485659,4.972942047,4.653241812,3.972313154,4.050344786,4.299091727,3.414622968,0.495824371,3.131098408,3.686003773,4.739695514,1.779241131,1.387537705,1.789082891,2.683999932,3.404472006,3.550551209,2.504599471,2.851035654,1.415417668,2.284607408,4.039873798,6.850733352,4.462745037,1.453246984,2.254595748,3.32784427,7.215401337,2.919824709,0.748421182,2.465682875,1.200164968,4.62127547,3.082688006,4.023276501,2.851006229,5.162120788,2.54713672,3.108944056,6.488790097,2.466983615,4.722573278,4.471232561,2.602245995,2.110530991,2.378745873,1.530493044,3.391865123,4.746502132,0.676172747,2.987298552,3.74216982,1.318038298,2.412644949,4.338023543,4.16347895,2.125293257,4.680093874,3.188300263,1.911964356,3.176013407,4.494568942,0.818428557,3.45681549,1.580063562,3.690753688,2.042229709,5.942532283,2.607899794,3.887428042,5.180394948,6.103641974,5.877832162,2.768415296,4.666163411,3.310736074,7.401610403,3.490491306,0.763841528,1.13595193,4.658371521,3.474542188,2.66597156,1.916968517,0.147633242,1.409765045,3.775420388,5.915962015,2.226741558,1.544564333,3.063455446,3.752464504,3.844507637,7.499136589,2.210355267,4.989270935,1.891931152,0.766979895,5.765202456,3.73181471,4.231356701,4.043636056,1.251129406,1.87478554,1.961251087,2.260591766,6.935989671,4.926902057,2.613023247,2.687501764,2.880006359,3.779917161,2.748227389,6.675771638,4.062404864,2.529097015,56038300
94,120018670,21024200,2.234735835,5.804636888,2.013351488,2.889132912,2.00309974,2.841722147,3.28113249,6.782330031,4.044362063,2.814770481,3.977666154,0.74784499,2.065880062,4.630357449,3.730420246,1.864250625,1.397553831,0.396345299,5.409377783,4.895079303,6.135294636,2.616709312,1.94032877,0.591493496,1.78031791,2.509378076,4.134036146,2.577715783,2.411735365,3.790056387,2.975483579,2.978420175,5.751408018,4.913731177,4.2119182,3.358895445,3.926071416,2.610309671,2.965303836,1.710676272,2.717159201,4.243807834,1.657281499,2.762411111,5.374876473,3.955878996,1.565559771,2.194903489,3.90788246,4.671400398,4.50095981,2.94140451,1.028520525,5.029199621,4.651496995,3.992071815,3.74732654,4.544515639,3.051098843,0.515634863,3.392261176,3.034315197,4.775516706,1.632383256,1.144075421,1.760117202,2.540534739,2.911852394,3.385080737,2.009865181,2.603444687,1.152223131,2.515840056,2.900631106,7.199532785,3.767453098,1.306275747,2.189289108,3.360094215,8.572119984,3.160924709,0.480248009,2.351416477,1.060549648,4.28183723,3.537892313,3.704753481,2.609903599,4.572495742,2.250397015,3.029583633,6.503132988,2.600273907,5.233977476,5.797968988,2.713365453,1.782150466,2.376517798,1.323580393,3.561519522,4.856704372,0.55440263,2.631210367,2.512698932,0.942220121,2.055126896,4.414342824,4.215685788,2.203210117,4.7367464,3.216617207,1.942645365,2.894079148,4.433339855,0.422091955,3.416086952,1.335273896,3.701715387,1.746482287,6.326510709,2.384605164,3.570517431,5.324451431,6.986307786,6.007423783,2.819294017,5.001742754,3.02417505,8.225649618,4.272661363,0.717632761,1.184150013,5.385909825,3.48838558,2.903446244,1.628158436,0.121294434,1.004414631,3.449377928,5.865664729,2.433113336,1.665324496,2.720600168,3.841427528,4.46948972,6.93454192,2.42710319,5.857706127,2.047542795,0.757630127,5.717385107,3.616401976,4.424482558,4.899401961,1.086492973,1.943552699,2.073942564,2.030664415,7.013034136,4.821140032,2.453499369,2.64877215,2.915396635,4.049714195,3.337751119,7.523068778,3.886166553,2.803592621,21024200
95,120019483,15006800,1.165474442,4.943134295,1.239623577,1.974316492,1.475171137,2.18200619,3.168853502,5.415408706,3.570071379,2.216106941,3.941076723,1.058674192,1.503672919,3.429457596,4.419439371,5.015547108,5.151863038,0.267922567,3.017035497,3.960175609,6.291721433,3.89830659,1.400024889,0.553424187,1.827082861,6.53512803,4.565145589,2.644523183,2.911704712,3.096189077,2.199273036,1.51181578,6.543647921,3.642280106,3.03697738,3.410366333,6.67982102,4.493365165,9.469046069,3.054924973,4.549909589,6.944531514,3.876606708,7.224481085,7.078641753,3.989010398,4.408046969,7.627627643,7.677374332,6.674143464,3.177480033,1.614246137,2.262818116,8.929700789,10.39050502,10.75652387,9.316080329,7.829764188,7.436104777,1.358403084,5.672050756,4.940305052,5.136665101,11.67113544,3.912746164,2.368701243,3.637827062,8.660062444,3.707898216,7.553181179,2.380944935,2.583618587,4.305301994,22.88416887,10.2120568,10.7970675,1.783774403,1.791392296,2.748479779,10.43656298,4.940522367,7.591053845,8.383411528,2.810843662,13.75950447,5.062761917,6.653583597,8.908785941,7.877953144,6.910430955,6.567082261,6.158117355,10.44929125,8.480180258,4.216059999,7.378865446,5.589915496,5.643308569,3.31795679,6.32588336,5.130062693,3.602754704,6.578737877,9.068844193,6.900169666,3.650005189,5.6964466,9.057466481,1.824152193,4.496045862,3.45491036,4.332386297,8.792017502,7.883909715,5.946695448,6.986423823,3.980810978,9.143845081,4.139196121,4.612579199,3.169379711,7.381425242,10.24981536,6.282915563,5.845574675,2.97222415,9.233231366,8.383207761,8.758365773,3.52724518,3.806424389,2.951755349,5.563912138,7.431114414,10.96023608,4.575587896,0.801558667,2.223830227,4.4410494,4.572766165,2.067602796,1.83061889,2.6972822,3.041258114,3.259246927,7.784963118,2.702500033,3.239519221,1.821287184,0.951728352,5.810488164,3.827868874,3.809504906,2.166297433,1.626756565,2.062675146,1.732752068,2.692827615,5.385524553,4.820876046,2.74687737,1.481580025,1.827369621,3.14792515,2.148164774,4.270465749,4.111315146,1.918219866,15006800
96,120018365,34018100,3.294220299,6.436613835,3.468824785,3.145776765,1.79131028,2.400437077,4.332345734,6.780755294,4.487388319,2.849491331,4.259691379,0.809126022,1.853331714,5.204471147,3.870070893,3.2710732,1.992424432,1.321439918,6.224001506,7.119000187,5.817955253,4.08898423,2.14202261,0.798549588,1.857111584,3.306753024,3.615361283,4.543995718,2.724655337,3.382597116,3.51845768,3.119745458,6.128204802,4.490993844,3.292934481,3.807467215,3.960910736,3.148843674,2.894764732,2.642466927,2.22487624,3.691652858,1.661265884,2.939530229,5.520591831,3.753067105,1.82922849,1.708115548,3.289618429,4.809719629,4.108541294,3.102393449,1.429010571,4.310737034,4.896275097,3.833030832,3.600659363,4.183932705,2.231474897,0.728765344,4.139292516,3.231052157,5.28143424,1.802138136,0.82024634,1.518886834,2.665372184,3.315000774,3.143981616,1.707376067,2.796788008,0.976535047,2.513392368,4.13797267,6.027275083,5.299846409,1.621846116,3.108402458,3.667346676,5.382849969,3.045122295,0.769385534,3.132771235,0.897170844,5.604239145,4.082952497,3.877293749,2.999780614,5.675162968,2.252952987,3.751071868,5.581459342,2.593319099,3.862618392,6.468894724,2.983782753,1.664354718,3.90976064,1.891566884,3.823595043,4.372254129,0.413951862,2.296310624,2.566098265,1.01720236,4.355863513,4.121049315,5.249427791,3.031826996,4.338259005,2.885407402,1.914452094,2.739704545,4.271737538,0.86610888,3.442973055,1.919559182,3.683041604,2.261378192,6.628382894,2.478664602,5.324458628,4.452645289,6.52260115,6.950403786,2.496002138,5.049075015,3.836946145,6.477267406,2.861294301,0.514720972,0.992989218,7.420230198,3.385847502,1.920392901,2.067428523,0.318577495,1.044990674,3.616226345,6.618388228,2.059527757,1.489244227,2.752089945,3.718741986,4.024310915,8.505759828,1.679165757,4.791066698,2.024551013,0.735478844,5.540697295,4.086532106,4.608263464,4.217048239,1.503331548,1.808389112,2.785922343,3.057198708,6.705411109,6.367610511,3.618523979,2.661168612,3.879628348,3.176526166,2.817083603,8.627824116,3.198432779,3.778595476,34018100
97,120019636,73019600,3.296108821,6.842847853,3.67884411,2.4374496,2.372835349,2.63680696,4.940422444,5.82446728,4.177127764,2.419774185,4.405218496,1.071930915,2.195205598,4.662827203,3.781836038,3.239189774,1.523404877,1.148047568,6.74659609,5.941345232,4.56262792,5.026758031,2.351696489,1.038494989,1.896940671,3.726921149,4.347201628,4.122622163,2.758350642,4.037326315,2.795799163,4.092914988,4.621471483,5.393383922,2.777221431,4.087864407,3.617713753,2.483179307,2.712652734,1.592399019,2.182372222,3.886071439,1.649197671,2.680659887,5.825798625,4.569630359,2.268977418,1.749783207,4.49200103,5.269633914,3.820480239,4.021984291,1.659379538,3.492695398,5.520757117,4.24598079,4.026803292,3.358332516,2.249299784,1.028073125,3.42888358,3.603043539,5.87632106,1.587121756,0.776066952,1.489596168,3.224157561,3.503020903,2.464598597,1.96853073,2.27841418,1.236862623,2.402044529,4.80316456,8.681950692,6.283780426,2.569497302,3.354941075,3.764453352,5.929024548,3.893434403,0.515721497,3.201677426,1.174164247,6.316451599,4.27100487,3.936043327,2.069345183,6.291304432,2.593066273,3.58747708,5.860104818,1.974977207,3.686979292,6.176021075,4.335849535,1.416197482,3.064427802,1.613116753,4.734996298,4.563559531,0.579080486,2.047839263,2.153731021,1.364830258,4.584805078,4.207121688,5.117188654,3.286516375,4.913413188,2.434866101,2.785246453,3.059778923,3.777609414,0.819861403,4.126671903,2.605084872,4.89767046,1.547558933,6.896045761,2.477853504,4.917300309,3.94563074,8.214817354,5.171596654,3.206123271,5.184079962,3.700053734,7.248648898,4.463053286,0.623778452,0.990793698,8.370212672,4.082314284,2.68074029,1.528292125,0.192311836,0.922278859,4.690836046,6.384042704,1.976272893,0.987343884,2.802468544,4.379083945,5.17957085,7.556069555,1.759051092,5.076300603,1.847083407,0.687857021,5.56024235,5.492525962,5.720384519,3.52917246,1.511369136,2.22444276,2.358956197,3.687899491,7.491311111,5.528376618,4.054722599,2.510689555,4.281174962,2.939607885,2.61388302,7.171195867,3.306504629,4.017303175,73019600
98,120019716,47004600,3.8273977,7.510118976,5.126299007,2.848986643,2.057731083,2.34797811,5.606665126,4.966428368,4.496513754,2.678905447,4.919628064,1.154652555,2.127271977,4.116597016,3.922499954,3.580015781,3.053713781,1.644424279,6.407783162,7.237667025,4.853760643,5.556496839,2.462483349,0.967320925,1.816410673,3.816498712,4.23211593,4.978060203,3.214758168,3.559076343,2.859703458,3.911960667,4.566027107,5.219283917,2.614713073,3.67913912,3.50455444,2.979900856,2.337723238,1.981088067,1.777520316,3.438251907,1.769238464,3.399508439,6.691742276,4.895078606,2.155375583,1.553934704,4.110912081,5.445743985,3.48424052,3.808446436,1.719156189,2.947914838,5.6822192,4.464331911,4.110940566,3.693945867,2.106715378,0.984380961,3.865431226,3.604582114,5.042894964,1.876421679,0.967203718,1.373363637,3.270309203,3.503530627,2.287475195,1.999639206,2.403064194,1.240123032,2.44424118,5.79450843,6.716121449,6.168829063,3.341800785,3.596363329,4.091819342,4.827424608,3.374980642,0.604196312,3.068047997,0.976538964,6.645617438,4.286842908,4.034526856,2.202257161,5.920241213,2.543533321,3.745408273,5.650635305,2.314524435,3.647883977,6.561260776,3.929358408,1.592836123,3.676944263,1.709285992,4.671611984,3.960635933,0.535567171,2.108627205,2.365360248,1.445254553,5.116683256,3.926768928,5.147469003,3.384534311,4.296815025,2.286623492,2.866090576,2.94791362,3.282755043,1.026638467,3.661164685,2.28676859,4.702147171,1.506406261,6.581719383,2.439058923,5.446589308,3.831315444,7.094748155,5.842966645,2.621638545,5.340189424,3.862627828,5.938463209,3.754245386,0.553843374,0.880523341,9.494038116,4.078914617,2.868703958,1.655241783,0.347327068,0.878626048,4.529762253,6.808233112,2.322645511,1.078261144,2.298284969,4.000662181,4.890935103,8.644577936,1.976865228,3.82365742,2.035846009,0.751823659,5.232436986,4.466420621,6.108095194,3.378357658,2.467867996,2.557471813,2.869768689,3.924079676,6.753645175,7.351510667,4.316065876,2.620748186,4.411479828,3.128705139,2.567145498,6.994673979,2.575491582,4.512832776,47004600
99,120019680,86009000,4.51961251,8.164394424,6.067307111,2.546801729,1.844928499,2.209879663,7.465730797,3.807899948,5.887066208,2.360985361,5.174808474,0.598643652,1.988262091,3.533995189,4.146731527,3.294689404,3.070526144,1.859707666,5.649688247,6.469393451,4.731383115,6.299801421,2.450713856,1.169125561,1.53059897,3.721847633,4.915060067,4.370063776,3.625176652,3.825647894,2.684661868,3.584354072,4.285763857,6.236503452,2.345368834,3.592610054,3.229586426,2.994322427,2.16442349,2.107871768,1.559014426,3.246095492,1.759018152,3.30667043,7.582515028,5.199645549,2.209766931,1.669887104,4.046209742,5.260793217,3.04193283,4.226764706,1.635703811,2.458324211,5.906954887,4.592109986,4.812971948,3.905447582,2.260156034,1.202151484,3.6742953,4.25693021,4.953314983,2.012645417,1.405949565,1.381150626,4.063730872,4.246935087,2.234217127,2.612315878,2.417269403,1.34653929,2.435477745,6.570296162,6.255812411,6.129492907,4.674633488,3.906076934,4.535295157,4.608214976,3.221619732,0.771063172,2.986697293,1.03995844,6.76629973,4.215573538,4.018038018,1.997195723,5.431990077,3.085701785,3.608755019,5.273361324,2.227306307,3.634394477,6.106059685,4.542996828,1.971189921,3.34655565,1.922159442,5.274985769,3.97780475,0.708920483,1.893616878,2.322090394,1.241509271,6.190656773,4.687408105,5.140750271,3.584193218,3.650532583,2.249949317,2.861317231,3.106241657,2.592322054,1.142138893,3.481867972,1.902745012,5.330162686,0.757410073,6.643900364,2.363119434,5.814597623,3.469498271,6.416376476,5.826584841,1.777303491,5.671455744,4.128352822,4.16582167,3.118450027,0.70624065,0.782141749,10.45254774,4.437300173,3.622108386,2.113241454,0.477708819,0.815166802,4.51131718,8.033607128,2.915186928,1.589425962,1.656364955,3.899666952,4.91004114,9.682206595,2.196996936,2.497688689,1.956928585,0.727064683,4.841238761,3.665946938,6.898881582,3.494152584,3.827930098,3.107231191,3.10929326,4.009194735,6.449413656,7.618268833,4.931054441,2.689256512,4.531913422,3.331691188,2.397529659,7.396368611,2.150168059,4.906704087,86009000
100,167258265,29024200,1.275200086,5.019205086,1.705134534,1.91541487,1.688843452,3.057530071,3.360049093,4.651758419,3.737044644,2.242325919,4.389263075,1.055947267,1.36285572,3.476009881,4.56901492,4.363075402,2.123710492,0.35233338,3.819994764,4.016229047,5.867011936,4.249432979,1.681071462,0.557969548,1.792428666,6.358733784,4.611496842,2.73394687,2.864656725,3.350753928,2.294629038,1.453100025,6.376723634,4.141363911,3.185474805,4.103898283,2.834280232,2.448329033,3.542299364,1.607404226,3.354020511,3.637141219,2.174621774,4.82352705,5.291562357,2.912821041,2.550477232,2.583157844,4.099880662,5.555183475,3.263058212,1.96570964,1.773755005,4.25433752,5.498861324,4.346491478,5.434634759,4.973750146,3.636876407,0.835551073,3.593886429,4.551180033,4.571439909,3.895479164,1.966755539,2.198952548,3.586025116,3.139021421,3.169440906,2.878594068,2.218819496,2.475046429,2.166435253,5.157927069,6.159777778,5.238837966,2.057008444,2.064706063,2.783050385,5.717490318,3.603695985,1.226225536,2.182915279,1.235848798,4.482511107,2.164581429,4.242672947,2.521428222,6.006379724,2.894184894,3.870418366,6.025472305,1.851012921,6.350946918,2.957129424,3.222807034,2.739833597,4.358262348,1.471138731,3.242623467,3.686941282,2.731087909,3.200839958,3.241418779,2.700851412,1.978560332,4.249978214,4.473850272,2.101689916,4.475707758,3.519895868,1.693307396,3.48005669,4.692993995,1.258292779,3.495722309,2.172982153,3.186765249,1.594174827,5.154675159,2.763259341,4.262019717,5.313112688,5.713664143,5.636530904,2.900663095,4.32531062,3.735734679,5.055727174,4.027787952,1.190672529,1.063993963,4.607320463,4.467283562,3.515179056,1.93840053,0.272451386,1.859757821,3.968746368,4.889218139,2.258892996,2.013596553,2.50698099,3.200004626,3.578981131,8.384630577,2.705107361,3.572358482,1.665551557,1.0198265,6.305280382,4.037252495,4.045980724,2.307580802,1.983173927,2.27397754,1.635710001,2.693173154,5.495318433,4.992468627,3.028638924,1.464249839,1.951558383,3.161918614,2.570445373,5.13696475,3.946884679,2.334316194,29024200
101,120020743,29024300,1.239887653,4.985831473,1.688349658,1.876443623,1.64959204,3.102716032,3.369397782,4.537553788,3.695058411,2.275837792,4.44109521,1.063800737,1.299238825,3.416489215,4.581368219,4.408042038,2.220598525,0.344717916,3.749681166,3.99007487,5.844196168,4.319928713,1.667652697,0.55496419,1.772217369,6.560315755,4.665896043,2.729171565,2.866946769,3.294332072,2.283833637,1.373609075,6.420902968,4.079489493,3.17700204,4.128109674,2.778844138,2.423177453,3.549069952,1.62588305,3.375552363,3.631180653,2.206641337,4.911870948,5.323175995,2.859991475,2.60030842,2.596982139,4.071134133,5.487652094,3.191556148,1.903255482,1.757358175,4.300248784,5.537101534,4.349186299,5.523588453,5.054748723,3.675535173,0.823301581,3.608915024,4.609602119,4.525433726,4.043392723,2.025240552,2.253954098,3.629265869,3.080168536,3.179413557,2.9335534,2.206775275,2.550680254,2.154358196,5.291482576,6.009802603,5.341304671,2.060768493,2.017758715,2.731176543,5.638070073,3.620224763,1.356631251,2.155969972,1.236505788,4.467359065,2.079077097,4.259021809,2.52552579,6.021348396,2.948806337,3.911517668,6.003243221,1.816564553,6.30240586,2.845430754,3.219921262,2.795689668,4.376890026,1.482869592,3.353158485,3.609707685,2.870223281,3.258953744,3.263345737,2.810011268,1.915870922,4.231020232,4.455863346,2.09046461,4.443478781,3.554450037,1.571011473,3.492924334,4.741089022,1.296591747,3.459473209,2.177200447,3.137546426,1.612868214,5.093779826,2.758698446,4.251112817,5.313610973,5.63665639,5.650867444,2.882788148,4.181517413,3.78388593,4.96888685,3.913926812,1.215427652,1.055133928,4.325529983,4.498598812,3.535936155,1.981424878,0.279968054,1.904067718,3.956152449,4.695963922,2.263607862,2.074435399,2.451240679,3.147891164,3.505172763,8.490297494,2.745324415,3.453467566,1.6318451,1.031873932,6.372679443,4.011715042,3.994515247,2.196878353,2.020763122,2.290456902,1.599176071,2.692779182,5.38379583,5.033054508,3.001166005,1.410318719,1.880035525,3.129293206,2.491931368,4.979558876,3.928352051,2.304333651,29024300
102,59810787,18037400,1.938551954,5.960409209,3.064931755,2.43137768,2.145896886,3.385085464,4.281519011,4.350144768,4.231885185,2.392854439,4.3024816,1.178055779,1.62315403,3.340626049,4.290057594,3.633016229,1.663600439,0.771697553,4.930219917,4.25881102,5.573818789,4.943109587,2.067453516,0.866791904,1.755727672,5.93361218,4.577499427,2.973791233,3.023258502,3.750057402,2.329055543,2.313188377,5.660502512,5.963967368,2.860579916,4.111363687,2.993184216,2.668271974,3.377482116,1.647735119,3.082976038,3.787232215,1.768574331,3.669543649,5.464889383,3.560993958,2.315109018,2.018088942,3.948209667,5.420038322,3.458566707,2.833296875,1.878499654,3.361815834,5.734268229,4.72322808,5.479414722,4.62921397,2.968700194,1.093740912,3.111801318,4.04587822,4.585346443,3.278702237,1.50740299,1.75869699,3.635532813,3.798342546,2.751292489,2.429857755,2.083685216,1.990430589,2.278606846,4.752082545,6.719171803,5.482616857,3.113526995,2.838520174,3.371658431,5.512698953,3.737404193,0.989620437,2.658876884,1.278245386,4.706930426,2.857612537,3.899346306,2.139356949,6.582658631,2.830806964,3.971514002,5.744606614,1.878902617,3.463273224,3.999923362,4.338597471,2.475720658,2.491102988,1.595757753,3.901454309,3.853591147,0.962143758,2.350994459,2.416851941,2.290042976,2.982526221,4.653408636,4.792265664,2.754924543,4.698405484,2.867368763,2.150572535,3.701079168,3.919382855,1.116051663,3.34542118,2.637685343,3.836291145,1.247175944,5.828443405,2.682204328,4.827322187,5.204628451,6.566803002,5.471293541,2.971154433,5.015565409,4.001120543,5.533524009,4.543435829,1.082784321,1.100578823,6.923659887,4.786361119,3.869534908,1.576293975,0.344215584,1.238459412,4.10945659,5.592830157,2.336692148,1.400912098,2.759253071,3.89390753,4.673875969,7.960366849,2.512165565,4.423226108,2.24794952,0.984699457,6.124000617,4.378041158,5.436031699,3.120184134,2.284507198,2.723156789,1.832625667,2.982715784,6.635593053,5.76801034,3.792990857,1.834302744,3.058934057,3.514074467,3.288932572,6.001523559,3.782353827,3.484251467,18037400
103,45719228,49002400,3.291035186,7.666443803,4.465903855,2.952832798,2.2061362,2.97426976,5.260356174,5.260236735,4.526420867,2.564140215,4.314052266,1.311984583,2.173561246,3.398769052,3.718656543,2.832830574,1.760181332,1.196854886,5.866052077,5.348752336,4.39073913,5.103448653,2.245061842,1.25835558,1.596943447,3.88100481,4.740984558,3.506165529,3.130100207,3.837975104,2.513910015,3.636224441,4.470207397,6.77023915,2.480417983,3.604264533,3.297749894,2.438005892,2.603424303,1.516549803,2.095473324,3.518587552,1.506949757,2.826713506,6.049878179,4.692908442,2.092093588,1.626315117,4.164378381,4.960226289,3.364426045,3.830064757,1.686385547,2.70750338,5.752035286,4.645051822,4.506174468,3.93084713,2.440690338,1.1506403,3.072443619,3.770440581,5.082828066,1.803611298,1.091471537,1.484938036,3.663065937,3.987214924,2.576056751,2.235825506,2.129903137,1.409955794,2.357081681,5.313228805,7.675834109,5.858346859,4.100555699,3.460932962,3.814950182,5.488215179,3.660951939,0.615523309,3.261225529,1.236401949,6.07898066,3.841970875,3.58999333,1.883344595,6.022277028,3.04732514,3.671567365,5.611128255,1.963950622,3.602465343,5.6611351,4.987667052,1.763694475,2.807720372,1.674981859,4.718824028,4.252319122,0.837997974,1.853214825,2.257755422,1.643083223,4.457248366,4.431999651,4.896732721,3.443693472,4.918217498,2.213109582,3.036502128,3.588865237,3.211811296,1.046664584,3.688757318,2.754561834,4.950085276,1.086055839,6.399330102,2.555933427,5.285950387,4.353350355,7.323638895,5.66534779,3.094968196,5.699054632,3.817895024,6.806129445,4.986605891,0.80462594,1.140798703,8.76438862,3.833315622,3.765933977,1.419485574,0.293542529,0.887732553,4.765250501,6.469259696,2.028802767,0.863627595,2.774625226,4.459432334,5.609866148,7.115027465,2.013290954,4.944859006,2.864869943,0.787414527,5.652666794,4.753025976,6.392326253,3.639475868,2.13434206,2.939829644,2.228280292,3.26089192,7.632673167,6.652114231,3.858241371,2.42717942,4.284587255,3.336680903,3.101726623,6.373904812,3.338720627,4.506386103,49002400
104,120019565,4019600,1.139561142,8.339151592,3.242057214,2.15741173,2.001084528,3.007242909,5.600344201,7.971949232,4.22918393,3.066176069,7.382947769,1.603484642,1.418930819,4.198033195,5.371730853,6.331789564,3.892071641,0.440671193,3.437307322,6.151981897,6.961850416,6.134947265,2.204198182,0.739015309,2.038426756,7.340636923,6.561375876,4.05746397,4.306737646,3.236492049,2.993831683,1.347801727,8.008271541,6.526472991,4.054598294,5.079874327,7.04744608,4.540282818,9.227731788,2.864022444,3.934579601,5.642327731,4.487740464,7.452130729,9.098260845,4.811009954,5.189073619,8.394486502,8.04655013,9.407188901,5.297238864,2.911516942,2.352227263,6.695541139,8.41324741,7.555906119,8.491976231,6.935631982,5.850927425,1.109205827,5.956562858,8.519084773,8.084281079,9.416960072,3.652264696,3.076956033,7.083247963,7.242642536,5.875690206,6.118146262,1.870415228,4.81563791,3.229093233,23.16912352,8.905117367,10.13143584,1.986780846,1.392943674,2.940398153,6.89068588,4.058885321,6.503110393,5.180555772,2.569116049,11.50952257,2.734704498,5.543041446,8.640382351,8.515446943,8.15819333,7.669489167,6.173767941,9.814294706,7.418723494,2.517983464,6.664673875,4.3017997,5.559313564,2.871975677,7.932470136,4.333949161,5.464044774,6.858865134,6.6467235,6.740878978,2.93381088,5.196689079,8.175045468,2.100182107,4.285773918,3.884695943,3.629253156,8.335954762,7.378807234,5.014285516,5.477888757,3.907825016,7.265906205,3.445679007,5.175133635,7.678903641,7.113681308,11.50117877,6.604031394,10.90921576,2.810952254,8.660026227,8.795041907,6.979585214,3.519956103,3.963217683,2.871407249,5.155466244,5.133722323,10.57487864,4.495119681,0.80135063,4.407340128,4.661925561,3.72661563,2.860316433,2.419494233,3.879252684,2.855679492,2.957969193,7.302721406,3.370694354,2.710018366,1.759928947,1.047032465,6.375672638,3.523839977,2.763148506,1.46284389,1.728082557,2.178892437,1.372414623,2.594628681,3.850180926,4.866926683,2.722595756,0.887173385,1.277819997,2.706893467,1.504858614,3.041035848,3.660983266,1.82480733,4019600
